Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cyprus,CYP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,1.154493905,1.289296762,0.523211844,0.315131103,0.136968508,0.082022487,0.009892233,0.039251955,0.046724914,0.039650283,0.025976888,0.018024992,0.011657446,0.016832181,0.031099647,0.062458982,0.035730707,0.018709498,0.021563532,0.015274653,0.014254092,0.029170908,0.048363963,0.023825521,0.020096565,0.031104668,0.020182682,0.013350017,0.010201523,0.011979335,0.001293532,0.000992859,0.009497718,0.00830614,0.035027346,0.062170705,0.096729733,0.109704831,0.08607817,0.092135223,
Czech Republic,CZE,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.881494377,0.817397832,0.729315722,0.682926839,0.708016523,0.648642433,0.587805512,0.658981468,0.556141897,0.600347985,0.509230945,0.614764142,0.423528978,0.440023837,0.594909017,1.461862432,0.441255117,0.862174965,1.257424569,0.753550329,0.541523909,0.440072384,
Germany,DEU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.069290424,0.112915042,0.10966744,0.119115777,0.284385512,0.411919871,0.413295384,0.3655089,0.245014706,0.326368968,0.465409541,1.123907273,1.266795092,0.581887811,0.394465121,0.472580495,0.155693325,0.109795305,0.087363707,0.082715835,0.305027695,0.138303961,0.115046674,0.130772451,0.125587472,0.116051483,0.138021613,0.137729671,0.116782636,0.107955999,0.228741272,0.195619712,0.174593643,0.204469974,0.208735551,0.256562825,0.269377817,0.291007045,0.401883117,0.175066795,0.216125527,0.278025087,0.192460842,0.162831919,0.133579163,
Djibouti,DJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.4828307,,0.823582718,0.931684776,0.920824363,1.090555749,1.149313638,1.493488147,0.939875603,0.925828366,0.952528398,1.000010835,1.019441435,1.365497861,1.004082498,0.97447242,0.987299342,1.050470585,1.738724481,1.616914699,1.508222058,1.436218491,0.85998544,1.594893236,1.521933665,1.561369801,2.063756602,1.776644559,2.013357385,3.178039724,
Dominica,DMA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,0.58030794,0.467001364,0.541324552,0.455365993,0.362114879,0.706413054,0.214745463,0.110606134,0.063410798,0.055132971,0.047147748,0.040969896,0.038813165,0.124239586,0.135377718,0.127355307,0.088749265,0.102488662,0.131097359,0.086145628,0.12799849,0.102346383,0.079975733,0.062639384,0.060929168,0.054104514,0.055740819,0.054113755,0.05192723,0.072490159,0.075782272,0.073388796,0.06245792,0.129065276,0.098647325,0.09628668,0.10636203,0.173845472,
Denmark,DNK,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.005150209,0.00369869,0.008415087,0.012714344,0.026069328,0.028847942,0.03875659,0.08987338,0.0617493,0.130951972,0.121354153,0.303640971,0.611681689,0.67547917,0.766442832,0.957783429,0.481606707,0.563703054,0.432816764,0.637569364,0.807974446,0.788715341,0.736076654,0.802003448,0.735496808,0.689337072,0.972597801,1.087430343,0.671675745,0.985634685,2.510324594,2.043387704,1.843512673,1.932606949,2.35447469,3.399313696,3.363334374,2.877937054,3.535948577,1.858153655,2.165611346,2.337759259,2.139176346,1.727946124,1.324150088,
Dominican Republic,DOM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.809742369,0.836956291,1.985579257,2.758574213,2.749382252,2.259801801,2.097228691,1.911448598,1.002237168,2.207004144,3.150844478,2.147502882,1.162858614,1.228721,0.82371054,1.486700944,0.599890765,1.236536367,5.754048247,4.513251015,2.125111064,1.32341337,0.756831747,0.204203925,0.733408314,1.06086508,0.750572293,0.67095248,0.112507056,0.364247857,0.77488775,0.335307265,0.434213528,1.191947751,1.985549171,1.618772088,2.671537668,3.532046794,1.132351995,0.191863378,0.283971237,0.920942866,0.99489673,1.823947805,2.000565609,
Algeria,DZA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,9.419067093,10.11372154,10.82008822,13.48583782,32.33782546,25.62553097,27.82248452,27.05658206,24.54663946,47.04118977,37.14526936,31.61258578,29.1619814,25.61433875,23.273211,20.64491304,11.37039563,12.41492039,11.43320842,14.73805837,18.69585469,22.52471604,21.09941215,19.1439213,19.95416204,22.82348011,27.12244702,26.21886851,18.41397705,21.60425007,38.82881034,34.27999626,30.63546102,38.15377367,37.87339097,50.15428034,48.84349476,45.05918429,50.42444872,31.95342437,31.97377327,32.69201112,30.17796093,28.27348063,23.09128053,
East Asia & Pacific (developing only),EAP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.014457581,2.00575349,2.316325469,4.235826487,8.085028741,7.930756961,9.380786874,9.679352688,10.75613844,18.44202719,18.82930498,17.78857008,15.343706,12.23041869,11.0258205,9.809461147,5.479730125,6.625770991,5.606262232,5.869773496,8.532044266,7.257065675,6.637371827,5.712856963,4.84861417,4.696793376,4.947722004,4.292166952,3.311736982,3.055846811,4.838145032,4.114952431,3.490112036,4.238811209,6.112067979,7.021982072,7.495120915,8.136099564,11.05034435,4.990271769,6.852804739,7.985720829,5.77150156,5.031773064,3.704664917,
East Asia & Pacific (all income levels),EAS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.885160227,0.857539516,0.854401815,1.405737581,2.654439274,2.606238334,2.860958665,2.827397019,2.352789729,4.084456589,4.612683176,4.246072638,3.955870241,3.107999719,2.857987669,2.68334497,1.186395088,1.19141051,1.030512213,1.048506183,1.531581849,1.23928765,1.147355682,0.958599938,0.873401224,0.908750395,1.139036531,1.073694647,0.878185149,0.80076322,1.303603214,1.266177725,1.171042664,1.433042829,2.064273254,2.633753918,3.178701846,3.931503754,5.68417084,2.734938431,3.930686302,4.748846535,3.599984513,3.508359574,2.701670743,
Europe & Central Asia (developing only),ECA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.455769118,0.560404381,0.445930768,0.574592576,1.003384938,0.728955385,0.673996693,0.617081827,0.5548742,0.899604864,1.356236951,1.40607221,1.426759146,1.072894998,1.295802362,1.134043848,0.626514448,2.785290804,2.924716225,2.654303257,4.645692827,4.303062473,4.807824937,4.031983435,5.11834606,4.655727391,4.809263853,4.725526729,2.546251506,3.340332225,5.98395796,6.513038857,5.119492534,5.784824672,6.435545241,6.414914753,8.545752596,8.269998786,10.20593231,7.219108185,8.546298996,9.967333112,8.764000089,8.178559288,6.803414252,
Europe & Central Asia (all income levels),ECS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.161625166,0.188391916,0.190273256,0.233580593,0.503499073,0.500049926,0.612890408,0.686938072,0.667951802,1.194606885,1.272858837,1.575219518,1.617367297,1.48621495,1.535714782,1.424173573,0.611452475,0.62593557,0.513124381,1.540888289,1.973733888,1.560598927,1.388181585,1.427527884,1.264180783,1.22055054,1.495552131,1.450100281,0.935898991,1.063084887,2.36050103,2.087376188,1.749311927,2.058880354,2.296957263,3.126696393,3.360492497,3.196085039,4.123884396,2.341780741,2.941464694,3.398375998,3.17558764,3.206679997,2.514627859,
Ecuador,ECU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.450512716,0.433830569,1.829759262,5.598044611,10.6444453,7.944205868,8.675357563,7.87321683,8.200028295,17.25527432,15.36164188,12.10462707,12.13397098,13.51902412,14.22103923,13.72340929,7.19243737,6.853121033,9.243060416,10.14996889,15.45487249,11.87294515,11.68191123,9.458528024,9.447034002,10.91057398,12.11648503,10.14312187,6.420282498,9.774664498,19.36431552,12.22854819,10.27510965,11.53122461,17.18391493,22.22989657,24.20753096,23.38074984,26.15357251,14.58237129,17.57882111,20.69134462,18.44981217,17.08381989,14.75588015,
"Egypt, Arab Rep.",EGY,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.360488579,2.64356588,2.276245559,2.771852553,7.883106173,9.054728844,11.31330017,14.07067805,16.80943239,33.4291597,35.39150124,35.18387023,30.48529737,26.49381402,26.7695746,23.66866781,10.89274691,13.68850049,12.08044074,13.24948695,16.82069471,16.67332568,14.64416442,12.08209857,10.02580038,9.41513244,10.12067141,7.96245848,4.878414849,5.861423061,8.914914057,8.281356763,8.663491864,12.99873173,16.66093734,23.71247989,24.08599393,21.1627074,26.47643217,12.10549313,11.95094719,14.00295354,11.43976319,10.71060227,8.521985607,
Euro area,EMU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.164996643,0.189215726,0.18746529,0.22260036,0.481130058,0.438007081,0.480667226,0.455330746,0.39762852,0.516930838,0.566098811,0.759202654,0.759341114,0.627450574,0.594593208,0.560383125,0.289150586,0.193205502,0.183501835,0.179483913,0.346154965,0.255297474,0.218698179,0.266958415,0.243567273,0.240266553,0.275656258,0.259423711,0.207516396,0.186029999,0.340099235,0.309274278,0.263797422,0.288237768,0.278574506,0.355695739,0.360762925,0.352478841,0.433976819,0.23317151,0.281535371,0.300935859,0.273237941,0.273352082,0.229458568,
Eritrea,ERI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11810619,6.022343307,8.861573794,7.666709434,7.627473081,7.547676977,4.836942221,4.855185816,4.492720054,3.101715281,4.534985497,3.269875374,3.253845508,2.832298135,3.97962671,4.307556123,2.421842194,1.932092901,19.21563671,,,,
Spain,ESP,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.154576071,0.111960181,0.106394266,0.182229188,0.329089098,0.244994767,0.243213901,0.171996114,0.090374937,0.169160904,0.295350619,0.434725573,0.545921475,0.475840278,0.298458358,0.296128261,0.083843074,0.084534057,0.193200902,0.185267044,0.209262176,0.141850565,0.121606392,0.145382336,0.142599749,0.141316723,0.132108139,0.116658989,0.102137371,0.091679124,0.099031692,0.102744552,0.107577096,0.090447681,0.086367567,0.070991654,0.086269232,0.09811263,0.145384004,0.083348171,0.124430148,0.141041555,0.148323142,0.140208271,0.141341328,
Estonia,EST,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35888148,3.301920183,3.201427866,3.312145305,3.250452273,4.20629855,4.253031219,4.559084248,4.150396191,3.191496653,2.00562477,1.933939586,2.006384067,3.253873867,2.197663681,3.609827994,4.325738256,3.015616265,2.924555103,2.71175712,
Ethiopia,ETH,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,12.16114416,17.12353793,9.801982435,9.821719304,6.163164037,9.649195468,8.696320279,9.622499832,8.924370525,11.73798404,11.23501738,15.03062389,13.9633472,22.82613422,31.7091267,28.66239128,27.02581003,31.18336973,19.54006269,18.37555664,18.01075685,23.06450316,36.23984008,27.86966464,23.30533469,18.92271567,22.01300366,18.89398538,16.54067687,16.13700172,17.92062138,15.50161681,14.43920444,12.71523781,
European Union,EUU,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.153461722,0.180491272,0.183059885,0.222328769,0.484785571,0.465029813,0.561342451,0.640439252,0.595787035,1.049314645,1.104700305,1.413239889,1.469065639,1.317122261,1.333216165,1.237838174,0.525937721,0.493911342,0.394809413,0.38770586,0.58446054,0.461633638,0.40545971,0.478266148,0.45626178,0.452035587,0.534100658,0.504621359,0.359609401,0.384502482,0.750545862,0.638612731,0.542617562,0.579509189,0.587747555,0.759286111,0.751244485,0.708639875,0.897465091,0.485582613,0.594815416,0.630963606,0.553198876,0.532592965,0.426397195,
Fragile and conflict affected situations,FCS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,7.465378718,2.850031125,6.99291631,11.429828,23.70046231,2.691421448,22.92958103,21.10284949,19.45021737,2.029645669,35.27126867,16.34772369,16.05278197,14.84565467,16.0075296,17.03135496,10.4852469,14.98295179,13.91456607,17.36586749,12.59866949,17.08283822,16.02913839,13.03419226,14.69679511,16.35894726,17.3551992,15.16869573,11.0875914,11.45207525,16.88366664,15.37931899,16.7592759,19.38980955,29.64505673,34.40882172,36.43850476,33.62164287,38.48606939,25.50540948,28.59997567,28.54470046,27.48954403,31.31712385,27.92541358,
Finland,FIN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.703524037,0.523739974,0.481530968,0.695895757,0.676446656,0.365358361,0.395394686,0.398998912,0.276273501,0.345618778,0.330456877,0.204116272,0.182701866,0.160835427,0.125959234,0.104970197,0.089426788,0.065970208,0.110982283,0.161472997,1.471115124,1.038895715,1.300028968,1.954587515,1.853935006,1.593736496,1.494709314,1.520789072,1.460848276,1.239180606,1.3520139,1.201941059,1.481709373,1.203069374,0.962615357,0.950898194,1.050720061,1.248235804,1.386046956,0.944958448,1.430069912,1.576108746,1.522931293,1.456322793,1.516253871,
Fiji,FJI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.016171728,0.011782553,0.014124116,0.352937399,0.784092219,0.549208381,0.164527096,0.227402907,0.216296834,0.465701737,0.949947902,0.755446754,0.832826875,0.968655386,0.87066007,0.889927007,1.397454495,2.01881295,2.118704327,2.059988643,2.641714705,1.800385918,1.588554638,2.503281388,2.555980891,2.235832535,2.412604535,1.978217325,1.940517328,1.338184534,1.581544724,1.611555843,1.435926151,1.498129468,1.336726762,1.397793749,1.528970474,1.100253315,1.397714832,1.883779118,3.479317667,3.142783191,3.254725617,2.4768671,2.344102418,
France,FRA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.107086873,0.113719601,0.096201278,0.095435832,0.181444077,0.190384119,0.212604978,0.211126435,0.150100385,0.186204485,0.225712759,0.324378427,0.33828207,0.23259359,0.212084997,0.20204772,0.093145049,0.075238945,0.10857084,0.099783198,0.233207059,0.203815352,0.184565019,0.183328313,0.173721959,0.180276816,0.171977279,0.159274815,0.128022006,0.118243702,0.171429503,0.147142403,0.141314806,0.128347768,0.105607894,0.113856875,0.129309679,0.137658184,0.146103833,0.124392789,0.141396344,0.137285182,0.127101184,0.123277901,0.132119361,
Faroe Islands,FRO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013808928,0.019062749,0.011377255,0.014670467,0.02202883,0.028147917,0.027420121,0.020999703,0.0105182,0.011190237,0.011965024,0.01346819,0.022396827,0.025988437,0.015309249,0.018796132,0.022292832,0.040275551,0.034585384,0.040924862,0.050994989,0.049943259,0.043913078,0.064577044,
Gabon,GAB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,13.37333612,17.7356115,18.20794639,21.36989928,52.64051425,38.73013723,30.89251511,35.64583667,40.36570289,71.83039733,53.6240998,48.33816801,47.18311199,45.11395295,45.51821698,44.45028371,19.58841798,25.96879984,19.60493629,26.09492237,35.03398196,33.99567591,31.60850016,38.23991657,41.76893495,41.18635183,44.02548184,43.7670515,30.74649798,40.64147093,52.31249538,41.98251485,38.76026149,42.99007254,45.22931613,52.69173531,54.04795711,49.13262253,53.51242196,39.99589541,45.48328334,47.14076861,48.0850288,43.87261164,37.37904075,
United Kingdom,GBR,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.080881688,0.129878612,0.172792902,0.20632521,0.539353261,0.927734221,1.410576023,2.1956155,2.030373596,4.50628142,4.355002369,5.309075022,5.686337764,5.158359641,5.413722894,4.880417486,1.961477559,1.921106031,1.135067319,1.120259437,1.37236662,1.128042422,1.045161377,1.195083296,1.233065246,1.27532757,1.616410356,1.313259924,0.798000397,1.020555356,2.054569392,1.685438313,1.362987473,1.522553859,1.486790405,1.895598049,1.769076319,1.602115387,2.326004668,1.315428315,1.46524829,1.475313665,1.18216,1.006164469,0.71308917,
Georgia,GEO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.409785227,0.5912227,1.199522039,0.780427681,0.677015074,1.131946472,1.154971098,1.101149064,1.418606119,1.313549376,1.204234835,1.297049361,1.368871058,1.522416171,1.85094196,1.387820389,1.258113815,
Ghana,GHA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.498519398,1.207489627,1.624013952,2.474696503,2.757943078,3.302839008,3.12689646,3.973944132,3.359776077,4.488307125,7.864698464,6.185437709,7.977466015,6.206024091,4.974565508,3.411667006,3.829026709,4.593229327,4.879938673,4.426688535,6.726817526,5.366537823,6.507515033,7.632409814,11.51770204,12.60502065,12.33221132,10.91108204,10.39328502,6.645733923,10.9984164,10.38580283,11.47533677,16.41411635,13.67896769,12.44108032,8.525588414,9.94275267,11.20892506,13.08953416,12.38696667,19.4515455,20.41859247,18.11606251,21.1279451,
Guinea,GIN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,24.97997862,20.7086859,19.47159924,22.43851114,22.00968888,21.51569465,16.96011231,14.08955846,13.28361296,14.67237859,15.19418467,11.90072327,12.16030597,10.76956107,12.9956208,13.5523995,13.86452406,16.31364958,15.15780182,23.14066027,27.26140483,24.94362214,25.37335164,26.3123868,23.93780703,28.89389794,27.38039598,23.92948243,21.86548063,
"Gambia, The",GMB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.953725372,1.576154315,1.750532409,2.542733381,2.087283064,2.445504857,2.347442908,2.846730739,2.270225267,2.358660202,2.745870577,2.437250854,3.588150779,2.374519132,2.644177396,1.497930297,3.048757642,2.570100158,2.446471539,2.252959725,4.310478189,2.109130791,2.312678022,2.132858277,2.398954638,3.061165549,2.712639095,2.606416549,2.545609648,2.001044096,2.257739004,2.475710756,3.53722002,6.144013776,4.227389633,4.267671849,4.39338921,4.856261588,5.167807618,5.276812835,4.612732494,5.468359005,6.266926354,6.519544707,7.096079112,
Guinea-Bissau,GNB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,4.588833334,4.022530762,4.287585804,7.869257056,7.821249877,9.988488811,9.433888562,14.55391083,13.38865382,18.40207905,27.61042163,15.90538435,22.1307599,14.50158223,15.56021738,10.67773116,19.54667817,14.26213994,17.0348649,12.68292006,17.86828802,17.33460067,19.79928641,15.47896523,19.11955031,26.16821205,24.24091343,22.87946512,31.61540002,19.27918439,11.8979081,11.01307527,12.62665443,17.90446191,14.1527235,13.24819947,13.38537999,16.74407297,16.08855595,17.25757754,14.94153246,13.10676824,17.60873977,18.55135157,17.67362725,
Equatorial Guinea,GNQ,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,2.416870925,1.915902051,2.372529558,4.65144414,3.280079784,3.653385181,5.031433439,7.912435476,,,23.77819149,17.67713229,35.17508811,23.78678684,21.0080294,5.966198814,13.835614,11.32501632,10.51521151,11.97679235,18.99696365,17.3806019,19.39079603,29.73375875,41.593272,37.09217575,61.86424584,,86.13238033,,,,,,,,,80.7124118,,,,59.22090029,56.7478337,54.17870965,43.33727974,
Greece,GRC,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.257146714,0.250358299,0.194895949,0.213344193,0.353668869,0.239701192,0.291592625,0.307675549,0.188293535,0.183994455,0.220071985,0.55811396,0.854025771,0.726820963,0.682612106,0.686563847,0.310490481,0.289884275,0.415049811,0.339771361,0.269223079,0.208742973,0.153812739,0.129305737,0.110180186,0.088974218,0.095198271,0.078622286,0.048139144,0.040713896,0.086941144,0.065204848,0.046821483,0.061367065,0.087215399,0.116122396,0.194335664,0.284162157,0.271636775,0.067241006,0.200056051,0.352239992,0.202332555,0.165999663,0.177083969,
Grenada,GRD,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,1.981963869,1.660599692,1.854577231,2.793949502,2.523437749,3.038120789,2.188972521,3.073720519,2.910286713,3.345750131,3.870021444,3.054348487,6.353614254,2.536992803,1.507712047,0.918347111,1.180315346,1.240961741,1.089254134,1.080604466,4.024698238,3.905486192,3.693503798,3.026785638,3.167363452,3.89144717,2.847976539,3.58838766,2.779910877,2.815898993,2.947608163,2.929911869,2.706618323,2.845315097,2.766980755,2.708235611,3.351459862,3.528852574,3.490390828,3.217056895,5.254465289,4.62529296,3.711761809,3.665897869,4.81931941,
Guam,GUM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,16.75926043,14.86180512,12.78999722,12.9135253,17.37705818,15.51147011,15.88972197,22.09788741,20.3789696,18.48587821,16.96164812,15.70534924,22.1452366,10.11509394,19.27219013,15.26901747,14.38961817,18.2661479,10.59393398,10.66398144,17.79724499,21.92000124,17.18243514,19.92044824,18.6139219,18.00737782,16.070225,15.44005179,12.37003577,11.35940876,9.589779919,9.280517779,7.406338741,8.575796377,10.38898902,11.54829268,10.36067063,11.70686122,12.50135717,14.11051375,19.02843314,21.91962487,24.40338752,21.16158296,21.30743938,
High income,HIC,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.913342844,0.99025049,0.93275035,1.249408208,3.439769688,2.857412774,3.071203602,3.01403101,2.621145416,3.488611206,5.340371459,5.013226223,4.068978358,3.204215254,3.00490003,2.489921556,1.142132608,1.14288141,0.933347846,1.40733318,1.96910342,1.581748152,1.428362952,1.36841149,1.200792898,1.21829967,1.52355174,1.420468382,0.925473722,0.993890755,2.03497258,1.765564154,1.544417552,1.938619438,2.304686441,3.241388748,3.524024534,3.529515197,4.705105346,2.462924958,3.115555052,3.838701846,3.584275576,3.459189968,2.874427881,
"Hong Kong SAR, China",HKG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,0.014439078,0.010535518,0.008301993,0.010793995,0.008858843,0.012900981,0.011894514,0.014415836,0.008630022,0.011018902,0.010507359,0.00531979,0.012112447,0.008767611,0.007362728,0.002468561,0.006007795,0.004748906,0.003978175,0.003473523,0.003124982,0.002710343,0.001764107,0.00115701,0.000978181,0.001113684,0.000947424,0.000981462,0.001006614,0.000760673,0.000704822,0.000728856,0.000870777,0.000878361,0.000914291,0.000831281,0.000978969,0.001209847,0.001567981,0.001833277,0.001942529,0.002098272,0.001660749,0.001270197,0.002257092,
Honduras,HND,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,6.578697698,5.581438135,6.091909748,10.59959874,11.07984543,11.29831448,7.82444603,10.48678584,9.060203745,9.425637014,9.793119474,7.630799449,16.61648336,6.635541231,4.529070382,2.981215723,1.727332371,1.577336509,4.506831839,4.286335181,10.20274318,10.06120508,8.411381613,6.366987009,7.773392148,8.906729182,6.529133777,8.172552192,6.148124525,5.546372933,3.633494249,3.393718091,3.470428087,3.241871941,3.13818793,2.991929849,4.448557467,4.250148511,3.669698326,3.189781631,5.645356688,6.367041525,3.742426962,4.062930157,5.903187279,
Heavily indebted poor countries (HIPC),HPC,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,7.195830961,4.983944296,5.131808295,8.232410042,8.969911896,5.521317712,6.248414096,6.322493047,5.184429488,7.655526632,9.785300577,9.343517995,11.75864276,9.488713176,9.831267542,8.049223204,6.743946513,6.892835915,7.391877589,8.286227012,11.41614025,9.805147477,10.48729012,8.687910735,11.94073216,14.35835597,13.50481607,12.55389326,11.45461902,8.818059868,10.43254799,10.16296027,10.84555373,14.07553149,14.08664119,16.0846622,17.38025827,18.40229374,19.66124247,15.1861887,16.45381116,17.82790525,15.83127943,10.00350271,9.561675824,
Croatia,HRV,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.532399702,1.743582909,1.65566568,1.21142717,1.313132525,2.235805818,2.0425737,1.675706604,1.763594306,1.54061285,2.107826207,2.241219176,2.060511959,2.359587908,1.470128322,1.684560018,1.842483194,1.753631191,1.592846392,1.682565109,
Haiti,HTI,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.869338723,2.960607644,3.055051102,3.00882902,3.256559651,2.409976926,2.69487437,2.063972978,1.609819259,1.52175526,1.701137324,1.741236538,2.139429877,1.795357995,1.456949235,1.899916117,1.762028434,1.742716037,1.615686192,3.103752714,2.174235345,1.996374863,2.112439926,3.219750954,
Hungary,HUN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.918914237,1.617759035,1.555667078,1.241211606,1.158478009,1.298213325,1.144317786,0.74444977,0.768235109,1.429895165,1.117532637,0.700510949,0.807005683,0.761199818,0.975461192,1.003635165,0.782264406,1.013846175,0.664196489,0.691623258,0.817516283,0.682892894,0.624171424,0.465795697,
Indonesia,IDN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,8.668308894,9.683297372,10.57940318,16.38472123,25.16545468,18.69451578,18.76268084,18.69311992,17.85882548,37.33512229,29.93733275,23.96793538,17.72955316,17.76975716,18.42391812,15.55142851,10.20539849,12.715589,9.19814567,9.763938861,13.47096227,11.63850675,10.70958583,8.957980304,8.278530494,8.594551607,9.285200982,8.651039423,13.94664217,9.582241229,14.57621699,12.83970381,9.642278573,10.98260759,12.90590962,15.71831621,14.93869985,14.95590899,18.58131203,9.426035063,9.477257625,11.05079577,8.350653535,7.789603592,6.256354983,
Isle of Man,IMN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
